FORMULA,Process Method,Process Condition,Measurement Method,Measuremet T (Â°C),Measuremet P (MPa),Structure: Exp Density (g/cm^3),Structure: Calculated Density (g/cm^3),Structure: Grain Size (Î¼m),Structure: BCC/FCC/other,Structure: Microstructure,Structure: Grain Boundary Characteristics,Structure: Defect Density (1/m^3),Structure: Thickness (nm),Position: X,Position: Y,Mechanics: Hardness (HV),Mechanics: Yield strength (MPa),Mechanics: Ultra tensle strength (MPa),Mechanics: Fatigue Strength (MPa),Mechanics: Specific strength (Mpa/ (g/cm^3)),Mechanics: Exp Young modulus (GPa),Mechanics: Calculated Young modulus (GPa),Mechanics: Shear Modulus (GPa),Mechanics: Bulk Modulus (GPa),Mechanics: Fracture Elongation (%),Mechanics: Plastic Elongation (%),Mechanics: Friction Coefficient,Mechanics: Fracture Toughness (MPa/m^2),Mechanics: Poisson's Ratio,Mechanics: Speed of Sound (m/s),Thermo: Melting Point (Â°C),Thermo: Phase Transition Temperature (Â°C),Thermo: Specific Heat Capacity (J/(kgÂ·K)),Thermo: Binding Energy (kJ/mol),Thermo: Mixing Entropy (J/(molÂ·K)),Thermo: Mixing Enthalpy (kJ/mol),Thermo: Cohesive Energy (kJ/mol),Thermo: Thermal Expansion Coefficient (1/K),Thermo: Thermal Conductivity (W/(mÂ·K)),Magnetics: Magnetization (A/m),Magnetics: Saturation Magnetization (AÂ·m^2/kg),Magnetics: Coercivity (A/m),Magnetics: Magnetic Permeability (H/m),Magnetics: Curie Temperature (Â°C),Magnetics: Magnetic Hysteresis Loss (J/m^3),Thermoelectricity: Seebeck Coefficient (Î¼V/K),Thermoelectricity: Electrical Conductivity (S/m),Thermoelectricity: Thermal Conductivity (W/mÂ·K),Thermoelectricity: Figure of Merit,Electricity: Electrical Resistivity (Î©Â·m),Electricity: Dielectric Constant,Electricity: Dielectric Breakdown Strength (V/m),Electricity: Conductivity (S/m),Electricity: Capacitance (F),Electricity: Band Gap (eV),Electricity: Electron Mobility (cmÂ²/VÂ·s),Piezoelectricity: Piezoelectric Coefficient (m/V),Piezoelectricity: Electromechanical Coupling Coefficient,Piezoelectricity: Piezoelectric Strain Constant (m/V),Piezoelectricity: Piezoelectric Modulus (Pa),Piezoelectricity: Mechanical Quality Factor,Optics: Refractive Index,Optics: Optical Band Gap (eV),Optics: Transmittance (%),Optics: Absorption Coefficient (cm?»Â?,Optics: Abbe Number,Electrochemistry: Open Circuit Potential (V),Electrochemistry: Electrochemical Impedance (Î©),Electrochemistry: Charge Transfer Resistance (Î©),Electrochemistry: Exchange Current Density (A/mÂ²),Electrochemistry: Passivation Potential (V),Electrochemistry: Critical Pitting Temperature (Â°C),Electrochemistry: Corrosion Rate (mm/year),Electrochemistry: Corrosion Resistance Index,Electrochemistry: Corrosion Current Density (A/mÂ²),Others: DOI,Others: Reference,Others: Details,appendix_1,appendix_2(hardness+-deviation),appendix_3(Exp. Young modulus+-deviation),Unnamed: 82
Al0.6CrCuFeNi2,,,,25.0,,7.5,7.509549942,,FCC,FCC,,,,,,,,,,,,184.5225314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,,0,
Al0.6CrFeNi,"Mechanical alloying + Hot press, 1000℃/30MPa/1h",,C,24.0,,,6.790168085,,other,FCC+BCC,,,,,,431.0,1420.0,1948.0,,,,195.137867,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + BCC,,431,,
Al0.6CrFeNi,"Mechanical alloying + Spark plasma Sintering, 1000℃/30MPa/8min",,C,25.0,,,6.790168085,,other,FCC+BCC,,,,,,552.0,1607.0,1992.0,,,,195.137867,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + BCC,,552,,
Al0.6Mo1Ta1Ti1V1,CAST,,C,25.0,,,8.7,,BCC,BCC,,,,,,,962.0,1033.0,,118.7356322,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4028/www.scientific.net/MSF.898.638,,,,,,
Al0.714Cr0.714Cu0.714Fe0.714Ni1,ANNEAL,,,25.0,,,6.9,,other,FCC+BCC,,,,,,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2011.11.063,,,,367,,
Al0.71CoCrFeNi,"VAM + Anneal, 700℃/1000h",,C,,,,7.053765496,,other,FCC+B2+Sec.,,,,,,,,,,,,193.8347751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + B2 + σ,,,,
Al0.71CoCrFeNi,"VAM + Anneal, 1050℃/520h",,C,,,,7.053765496,,other,FCC+B2,,,,,,,,,,,,193.8347751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + B2,,,,
Al0.75 Co1 Fe1 Ni1,CAST,,C,25.0,,,7.0,,other,FCC+BCC,,,,,,385.0,794.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jmmm.2014.07.023,,,,385,,
Al0.75Co1Cr1Cu0.25Fe1Ni1Ti0.5,CAST,,C,25.0,,,6.8,,other,FCC+BCC,,,,,,,1900.0,2697.0,,396.6176471,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2008.11.059,,,,,164,
Al0.75Co1Cr1Fe1Mn1Ni1,CAST,,,25.0,,,7.1,,other,FCC+BCC,,,,,,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2013.09.037,,,,530,,
Al0.75Co1Cr1Fe1Ni1,ANNEAL,,,25.0,,,7.0,,other,FCC+BCC,,,,,,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2009.08.090,,,,388,,
Al0.75Co1Cr1Fe1Ni1,ANNEAL,,,25.0,,,7.0,,other,FCC+BCC,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2009.08.090,,,,280,,
Al0.75CoCrCu0.25FeNi,VAM,,C,,,,7.097343796,,other,FCC+BCC,,,,,,,,,,,,189.4123313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_6_element,FCC + BCC,,,,
Al0.75CoCrCu0.25FeNiTi0.5,,,C,25.0,,6.8,6.769577356,,other,FCC+BCC,,,,,,,1900.0,2697.0,,396.6176471,189.0,180.1525695,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + BCC,,,189,
Al0.75CoCrCu0.25FeNiTi0.5,VAM,,C,23.0,,,6.769577356,,other,BCC+BCC,,,,,,,1900.0,2697.0,,,,180.1525695,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_7_element,BCC1 + BCC2,,,,
Al0.75CoCrCu0.25FeNiTi0.5,,,C,25.0,,6.775,6.769577356,,other,FCC+BCC,,,,,,,1900.0,,,,164.5,180.1525695,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': '900C', 'FCC': 5.0, 'Cu-rich FCC': 4.0, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': 72.0, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': 19.0, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,,164 - 165  ,
Al0.75CoCrFeMnNi,,,,25.0,,7.1,7.085597312,,other,FCC+BCC,,,,,,530.0,,,,,,193.3888758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + BCC,,530,0,
Al0.75CoCrFeNi,,,,25.0,,7.0,7.004100597,,other,FCC+BCC,,,,,,388.0,,,,,,192.422748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + BCC,,388,0,
Al0.75CoCrFeNi,,,,25.0,,7.0,7.004100597,,other,FCC+BCC,,,,,,280.0,,,,,,192.422748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + BCC,,280,0,
Al0.75CoCrFeNi,"Mechanical alloying + Spark plasma Sintering, 1000℃/30MPa/8min",,C,,,,7.004100597,,other,FCC+BCC,,,,,,577.0,,,,,,192.422748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,577,,
Al0.75CoCrFeNi,VAM + 1100℃/24h/WQ,,C,,,,7.004100597,,other,FCC+BCC,,,,,,,,,,,,192.422748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,,,
Al0.75CoCrFeNi1.25,VAM,,C,,,,7.089434319,,other,FCC+BCC,,,,,,388 ± 5,,,,,,192.7626438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,388?5,,
Al0.75CoCrFeNi1.25,"VAM + Homogenized, 1100℃/24h",,,,,,,,,,,,,,,280 ± 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,,,
Al0.75CoCrFeNi1.25,"VAM + Homogenized, 1100℃/24h + CR50%",,,,,,,,,,,,,,,434 ± 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,,,
Al0.75CoCrFeNi1.26,OTHER,,C,,,,7.092688715,,other,FCC+BCC,,,,,,280.0,,,,,,192.7756065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,280?3,,
Al0.75CoCrFeNi1.27,OTHER,,C,,,,7.095931473,,other,FCC+BCC,,,,,,434.0,,,,,,192.7885228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,434?8,,
Al0.75CoCrFeNiTi0.25,"Mechanical alloying + Spark plasma Sintering, 1000℃/30MPa/8min",,C,1926.0,,,6.827519845,,other,FCC+BCC,,,,,,609,2376.0,7.0,,0.995969276,,187.036301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_6_element,FCC + BCC,,609,,
Al0.75CoFeNi,,,C,25.0,,7.0,6.955394935,,other,FCC+BCC,,,,,,385.0,794.0,,,,,169.9468582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + BCC,,385,0,
Al0.75CoFeNi,,,C,25.0,,6.955,6.955394935,,other,FCC+BCC,,,,,,384.5,793.5,,,,,169.9468582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 14.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': 86.0, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,384 - 385  ,,
Al0.75CrFeNi,"Mechanical alloying + Spark plasma Sintering, 1000℃/30MPa/8min",,C,26.0,,,6.574116647,,other,FCC+BCC,,,,,,556,1741.0,2184.0,,,,188.530799,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + BCC,,556,,
Al0.75CrFeNiTi0.5,VAM,,C,23.0,,,6.246787843,,other,Other+B2,,,,,,,1726.0,2811.0,,449.9912708,,177.0910169,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,A2 + B2,,,,
Al0.75Hf1Nb1Ta1Ti1Zr1,CAST,,C,25.0,,,9.1,,BCC,BCC,,,,,,427.0,1415.0,2050.0,,225.2747253,102.0,103.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2014.11.064,,,,427,102,
Al0.75HfNbTaTiZr,,,C,25.0,,9.1,9.091430053,,BCC,BCC,,,,,,427.0,1415.0,,,,105.0,102.7968193,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,427,105,
Al0.75HfNbTaTiZr,CAST,,C,25.0,,9.3,9.091430053,,BCC,BCC,,,,,,427.0,1415.0,,,,102.0,102.7968193,,,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,427,102,
Al0.75Mo1Nb1Ti1V1,CAST,,C,25.0,,,6.6,,BCC,BCC,,,,,,517.0,1260.0,1300.0,,196.969697,,151.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3390/e16020870,,,,517,,
Al0.75MoNbTiV,,,C,25.0,,6.6,6.597193785,,BCC,BCC,,,,,,517.0,1260.0,,,,,151.0042854,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,517,0,
Al0.75MoNbTiV,CAST,,C,25.0,,6.6,6.597193785,,BCC,BCC,,,,,,517.0,1260.0,,,,154.0,151.0042854,,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,517,154,
Al0.774Fe1Mn0.903Ni0.484,CAST,,,,,,6.3,,other,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1155/2019/2157592,,,,310,,
Al0.774Fe1Mn0.903Ni0.484,ANNEAL,,,,,,6.3,,other,,,,,,,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1155/2019/2157592,,,,340,,
Al0.774Fe1Mn0.903Ni0.484,ANNEAL,,,,,,6.3,,other,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1155/2019/2157592,,,,330,,
Al0.774Fe1Mn0.903Ni0.484Ti0.026,CAST,,,,,,6.3,,other,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1155/2019/2157592,,,,330,,
Al0.774Fe1Mn0.903Ni0.484Ti0.026,ANNEAL,,,,,,6.3,,other,,,,,,,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1155/2019/2157592,,,,410,,
Al0.774Fe1Mn0.903Ni0.484Ti0.026,ANNEAL,,,,,,6.3,,other,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1155/2019/2157592,,,,330,,
Al0.774Fe1Mn0.903Ni0.484Ti0.097,CAST,,,,,,6.2,,other,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1155/2019/2157592,,,,500,,
Al0.774Fe1Mn0.903Ni0.484Ti0.097,ANNEAL,,,,,,6.2,,other,,,,,,,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1155/2019/2157592,,,,495,,
Al0.774Fe1Mn0.903Ni0.484Ti0.097,ANNEAL,,,,,,6.2,,other,,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1155/2019/2157592,,,,490,,
Al0.7Co0.3Cr1Fe1Ni1,POWDER,,C,25.0,,,6.8,,other,FCC+BCC+B2,,,,,,624.0,2033.0,2635.0,,387.5,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matdes.2013.04.061,,,,624,,
Al0.7Co0.3CrFeNi,,,C,25.0,,6.8,6.79019543,,other,FCC+BCC+B2,,,,,,624.0,2033.0,2635.0,,387.5,,191.8815486,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + BCC + B2,,624,,
Al0.7Co0.3CrFeNi,"Mechanical alloying + Spark plasma Sintering, 1000℃/30MPa/8min",,C,23.0,,,6.79019543,,other,FCC+Sec.+B2,,,,,,624,2033.0,2635.0,,388.0595231,,191.8815486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + A2 + B2,,624,,
Al0.7Co0.3CrFeNi,,,C,25.0,,6.79,6.79019543,,other,Other,,,,,,624.0,2030.0,,,,,191.8815486,,,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 5.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': 42.0, 'BCC_B2 (NiAl-rich)': 53.0, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,624,,
Al0.7Co1Cr1Fe1Mn1Ni1,CAST,,C,25.0,,,7.1,,other,FCC+BCC,,,,,,622.0,2230.0,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.10.168,,,,622,,
Al0.7CoCrFe2Ni,VAM,,C,23.0,,,7.204218191,,other,FCC+BCC+B2,,,,,,,866.0,1223.0,,169.7616546,,197.0525558,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC + B2,,,,
Al0.7CoCrFe2Ni,VAM,,C,650.0,,,7.204218191,,other,Other,,,,,,,468.0,468.0,,64.96194141,,197.0525558,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC + B2,,,,
Al0.7CoCrFe2Ni,VAM,,C,700.0,,,7.204218191,,other,Other,,,,,,,340.0,340.0,,47.19457282,,197.0525558,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC + B2,,,,
Al0.7CoCrFe2Ni,VAM,,C,23.0,,,7.204218191,,other,Other,,,,,,,1166.0,1945.0,,269.980718,,197.0525558,,,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC + B2,,,,
Al0.7CoCrFeNi,"VAM + HIP, 1250℃/1000h ",,C,,,,7.06636125,,other,FCC+Sec.+B2,,,,,,,,,,,,194.1928861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + A2 + B2,,,,
Al0.7CoCrFeNi,"VAM + Aged, 900℃/2h",,C,,,,7.06636125,,other,FCC+B2+Sec.,,,,,,,,,,,,194.1928861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + B2 + A2,,,,
Al0.7CoCrFeNi1.3,3D printing,,C,,,,7.165872255,,other,FCC+B2,,,,,,271 ± 29.2,,,,,,194.5069344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + B2,,271?29.2,,
Al0.7CoCrFeNi1.3,"3D printing + Aged, 1000℃/100h",,,,,,,,,,,,,,,273 ± 6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + L12,,,,
Al0.7CoCrFeNi1.4,OTHER,,C,,,,7.196693143,,other,FCC+L12,,,,,,273.0,,,,,,194.6042025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + L12,,273?6.2,,
Al0.7Cr1Fe1Mn1Ni1,CAST,,C,25.0,,,6.8,,other,BCC+B2,,,,,,375.0,1170.0,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.04.104,,,,375,,
Al0.7CrCuFeNi2,VAM,,C,,,,7.393919179,,FCC,FCC,,,,,,275,,,,,,181.7702475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,275,,
Al0.81Co1Cr1Fe1Mn1Ni1,CAST,,,25.0,,,7.0,,other,FCC+BCC,,,,,,539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2013.09.037,,,,539,,
Al0.81CoCrFeMnNi,,,,25.0,,7.0,7.024419853,,other,FCC+BCC,,,,,,539.0,,,,,,191.6683709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + BCC,,539,0,
Al0.833Cr0.833Cu0.833Fe0.833Ni1,ANNEAL,,,25.0,,,6.8,,other,FCC+BCC,,,,,,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2011.11.063,,,,407,,
Al0.853Co0.647Cr1Fe0.147Ni0.294,,,,,,,6.0,,other,,,,,,,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.03.010,,,,699,,
Al0.875Co1Cr1Fe1Ni1,ANNEAL,,,25.0,,,6.9,,BCC,BCC,,,,,,538.0,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2009.08.090,,,,538,,
Al0.875Co1Cr1Fe1Ni1,ANNEAL,,,25.0,,,6.9,,other,FCC+BCC,,,,,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2009.08.090,,,,361,,
Al0.875Co1Cr1Fe1Ni1,,,,25.0,,,6.9,,other,FCC+BCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/C2013-0-14235-3,,,,,,
Al0.875CoCrFeNi,,,,25.0,,6.9,6.855946636,,other,FCC+BCC,,,,,,,,,,,,188.2105698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + BCC,,,0,
Al0.875CoCrFeNi,,,,25.0,,6.9,6.855946636,,BCC,BCC,,,,,,538.0,,,,,,188.2105698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,538,0,
Al0.875CoCrFeNi,,,,25.0,,6.9,6.855946636,,other,FCC+BCC,,,,,,361.0,,,,,,188.2105698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + BCC,,361,0,
Al0.875CoCrFeNi,VAM + 1100℃/24h/WQ,,C,,,,6.855946636,,other,FCC+BCC,,,,,,,,,,,,188.2105698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,,,
Al0.875CoCrFeNi1.125,VAM,,C,,,,6.901408775,,BCC,BCC,,,,,,538 ± 12,,,,,,188.4719577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,BCC,,538?12,,
Al0.875CoCrFeNi1.125,"VAM + Homogenized, 1100℃/24h",,,,,,,,,,,,,,,361 ± 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,,,
Al0.875CoCrFeNi1.125,"VAM + Homogenized, 1100℃/24h + CR50%",,,,,,,,,,,,,,,497 ± 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,,,
